Title,SKU,Price,EAN,Stock,base_model,is_variable,storage,ram,color,category
Ulefone Armor Pad 3 Pro LTE 256GB 8GB RAM Black (6937748736080) - EU Spec,2022-131118-20934,264.00,6937748736080,29,Ulefone Armor Pad 3 Pro LTE 256GB 8GB RAM Black  - EU Spec,False,256GB,8GB,Black,tablet
Ulefone Armor Pad 4 Ultra 5G 256GB 8GB RAM Black (6975326663267) - EU Spec,2022-131702-21252,295.00,6975326663267,19,Ulefone Armor Pad 4 Ultra 5G 256GB 8GB RAM Black  - EU Spec,False,256GB,8GB,Black,tablet
Ulefone Armor Pad 4 Ultra 5G 256GB 8GB RAM Black (Thermal version) (6975326663250) - EU Spec,2022-131701-21248,358.00,6975326663250,19,Ulefone Armor Pad 4 Ultra 5G 256GB 8GB RAM Black   - EU Spec,False,256GB,8GB,Black,tablet
Ulefone Armor Pad Lite Wifi 32GB 3GB RAM Black (6937748735588) - EU Spec,1042-130422-20530,91.00,6937748735588,19,Ulefone Armor Pad Lite Wifi 32GB 3GB RAM Black  - EU Spec,False,32GB,3GB,Black,tablet
Ulefone Armor Pad LTE 64GB 4GB RAM Black (6937748735380) - EU Spec,1042-130254-20452,109.00,6937748735380,29,Ulefone Armor Pad LTE 64GB 4GB RAM Black  - EU Spec,False,64GB,4GB,Black,tablet
Ulefone Armor Pad Pro LTE 128GB 8GB RAM Black (6937748736073) - EU Spec,1042-131049-20903,141.00,6937748736073,29,Ulefone Armor Pad Pro LTE 128GB 8GB RAM Black  - EU Spec,False,128GB,8GB,Black,tablet
Ulefone Tab A11 Wifi 128GB 4GB RAM Space Gray (6975326663670) - EU Spec,2022-131704-21253,113.00,6975326663670,29,Ulefone Tab A11 Wifi 128GB 4GB RAM Space Gray  - EU Spec,False,128GB,4GB,Gray,tablet
Ulefone Tab W10 Wifi 128GB 4GB RAM Space Gray (6975326663694) - EU Spec,2022-131703-21255,75.00,6975326663694,19,Ulefone Tab W10 Wifi 128GB 4GB RAM Space Gray  - EU Spec,False,128GB,4GB,Gray,tablet
Ulefone Tab A11 LTE 256GB 6GB RAM Space Gray (6975326663687) - EU Spec,2022-131705-21257,126.00,6975326663687,29,Ulefone Tab A11 LTE 256GB 6GB RAM Space Gray  - EU Spec,False,256GB,6GB,Gray,tablet
Ulefone Tab A11 Pro LTE 128GB 8GB RAM Space Grey (6975326662864) - EU Spec,2022-131543-21160,141.00,6975326662864,29,Ulefone Tab A11 Pro LTE 128GB 8GB RAM Space Grey  - EU Spec,False,128GB,8GB,Gray,tablet
Ulefone Tab A11 Pro LTE 256GB 8GB RAM Space Grey (6975326662857) - EU Spec,2022-131544-21161,152.00,6975326662857,29,Ulefone Tab A11 Pro LTE 256GB 8GB RAM Space Grey  - EU Spec,False,256GB,8GB,Gray,tablet
Ulefone UF005 Wireless Charger 15W Black (6937748734475) - EU Spec,13002-131708-21249,15.00,6937748734475,49,Ulefone UF005 Wireless Charger 15W Black,False,N/A,N/A,Black,accessory
Ulefone 50W wireless Charging Stand WCS01 (6937748735977) - EU Spec,48012-130881-20784,25.00,6937748735977,49,Ulefone 50W wireless Charging Stand WCS01,False,N/A,N/A,N/A,accessory
